,Processed Title,Success,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,num_pass_sents_char_1,num_pass_sents_char_2,num_pass_sents_char_3,num_pass_sents_char_4,num_pass_sents_char_5,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_pass_sents,tot_sents,passive_ratio
Save the Last Dance,Save-the-Last-Dance,1,0.9962,0.9994,0.9894,0.9975,-0.9742,17,7,6,4,3,477,373,198,173,122,"{'neg': 0.123, 'neu': 0.719, 'pos': 0.158, 'compound': 0.9998}","{'neg': 0.094, 'neu': 0.75, 'pos': 0.155, 'compound': 0.9999}","{'neg': 0.109, 'neu': 0.75, 'pos': 0.141, 'compound': 0.9987}","{'neg': 0.091, 'neu': 0.737, 'pos': 0.172, 'compound': 0.9994}","{'neg': 0.127, 'neu': 0.758, 'pos': 0.115, 'compound': -0.9742}",1908,1119,594,346,122,0.123,0.094,0.109,0.091,0.127,0.158,0.155,0.141,0.172,0.115,0.9998,0.9999,0.9987,0.9994,-0.9742,37,1343,0.027550260610573342
The Butterfly Effect,"Butterfly-Effect,-The",1,-0.9989,0.916,0.9981,0.959,-0.958,11,8,1,1,1,526,195,123,77,51,"{'neg': 0.15, 'neu': 0.728, 'pos': 0.122, 'compound': -0.9999}","{'neg': 0.127, 'neu': 0.732, 'pos': 0.141, 'compound': 0.9852}","{'neg': 0.07, 'neu': 0.75, 'pos': 0.179, 'compound': 0.9981}","{'neg': 0.113, 'neu': 0.768, 'pos': 0.12, 'compound': 0.9939}","{'neg': 0.152, 'neu': 0.757, 'pos': 0.091, 'compound': -0.958}",1578,585,123,231,51,0.15,0.127,0.07,0.113,0.152,0.122,0.141,0.179,0.12,0.091,-0.9999,0.9852,0.9981,0.9939,-0.958,22,972,0.02263374485596708
10 Things I Hate About You,10-Things-I-Hate-About-You,1,-0.9984,-0.9949,0.997,0.9953,0.9974,10,5,5,3,9,267,210,176,118,135,"{'neg': 0.154, 'neu': 0.727, 'pos': 0.119, 'compound': -0.9996}","{'neg': 0.131, 'neu': 0.77, 'pos': 0.099, 'compound': -0.9997}","{'neg': 0.11, 'neu': 0.727, 'pos': 0.163, 'compound': 0.9996}","{'neg': 0.086, 'neu': 0.752, 'pos': 0.162, 'compound': 0.9997}","{'neg': 0.085, 'neu': 0.764, 'pos': 0.152, 'compound': 0.9998}",534,840,528,472,540,0.154,0.131,0.11,0.086,0.085,0.119,0.099,0.163,0.162,0.152,-0.9996,-0.9997,0.9996,0.9997,0.9998,32,906,0.03532008830022075
Being John Malkovich,Being-John-Malkovich,1,0.9998,0.9989,0.9997,0.9997,0.9982,5,9,3,9,3,434,268,210,204,162,"{'neg': 0.081, 'neu': 0.723, 'pos': 0.196, 'compound': 1.0}","{'neg': 0.112, 'neu': 0.71, 'pos': 0.178, 'compound': 0.9999}","{'neg': 0.094, 'neu': 0.673, 'pos': 0.233, 'compound': 1.0}","{'neg': 0.089, 'neu': 0.697, 'pos': 0.214, 'compound': 1.0}","{'neg': 0.124, 'neu': 0.671, 'pos': 0.204, 'compound': 0.9998}",1736,1072,630,612,486,0.081,0.112,0.094,0.089,0.124,0.196,0.178,0.233,0.214,0.204,1.0,0.9999,1.0,1.0,0.9998,29,1278,0.02269170579029734
The Perks of Being a Wallflower,"Perks-of-Being-a-Wallflower,-The",1,0.9999,0.9995,0.9996,0.9812,0.9987,6,4,3,6,0,461,260,219,118,61,"{'neg': 0.095, 'neu': 0.705, 'pos': 0.199, 'compound': 1.0}","{'neg': 0.103, 'neu': 0.693, 'pos': 0.204, 'compound': 0.9999}","{'neg': 0.078, 'neu': 0.683, 'pos': 0.239, 'compound': 0.9999}","{'neg': 0.14, 'neu': 0.683, 'pos': 0.177, 'compound': 0.9974}","{'neg': 0.033, 'neu': 0.727, 'pos': 0.24, 'compound': 0.9987}",1383,780,438,354,61,0.095,0.103,0.078,0.14,0.033,0.199,0.204,0.239,0.177,0.24,1.0,0.9999,0.9999,0.9974,0.9987,19,1119,0.016979445933869526
Room,Room,1,0.9998,0.9981,0.9983,0.8221,0.9219,8,5,3,1,1,573,335,120,57,53,"{'neg': 0.083, 'neu': 0.764, 'pos': 0.153, 'compound': 0.9998}","{'neg': 0.092, 'neu': 0.771, 'pos': 0.137, 'compound': 0.9981}","{'neg': 0.059, 'neu': 0.743, 'pos': 0.198, 'compound': 0.9995}","{'neg': 0.11, 'neu': 0.763, 'pos': 0.127, 'compound': 0.9351}","{'neg': 0.052, 'neu': 0.87, 'pos': 0.078, 'compound': 0.9728}",573,335,240,114,106,0.083,0.092,0.059,0.11,0.052,0.153,0.137,0.198,0.127,0.078,0.9998,0.9981,0.9995,0.9351,0.9728,18,1138,0.015817223198594025
Serial Mom,Serial-Mom,0,0.9964,-0.9406,0.5182,-0.9889,0.8722,5,0,3,4,0,236,80,90,74,36,"{'neg': 0.124, 'neu': 0.717, 'pos': 0.159, 'compound': 0.9993}","{'neg': 0.13, 'neu': 0.75, 'pos': 0.12, 'compound': -0.9905}","{'neg': 0.16, 'neu': 0.677, 'pos': 0.163, 'compound': 0.5522}","{'neg': 0.197, 'neu': 0.678, 'pos': 0.125, 'compound': -0.9986}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",708,240,180,222,0,0.124,0.13,0.16,0.197,0.0,0.159,0.12,0.163,0.125,0.0,0.9993,-0.9905,0.5522,-0.9986,0.0,12,516,0.023255813953488372
Birthday Girl,Birthday-Girl,0,0.9986,0.9876,0.9926,0.9056,0.9641,5,3,0,1,0,425,240,173,55,26,"{'neg': 0.133, 'neu': 0.678, 'pos': 0.189, 'compound': 0.9998}","{'neg': 0.109, 'neu': 0.738, 'pos': 0.152, 'compound': 0.9876}","{'neg': 0.134, 'neu': 0.712, 'pos': 0.154, 'compound': 0.9987}","{'neg': 0.089, 'neu': 0.767, 'pos': 0.144, 'compound': 0.9056}","{'neg': 0.042, 'neu': 0.825, 'pos': 0.132, 'compound': 0.9641}",1275,240,519,55,26,0.133,0.109,0.134,0.089,0.042,0.189,0.152,0.154,0.144,0.132,0.9998,0.9876,0.9987,0.9056,0.9641,9,919,0.009793253536452665
Machete,Machete,1,-0.9941,0.8827,-0.9907,-0.9938,0.9618,5,3,6,2,2,171,101,140,61,44,"{'neg': 0.141, 'neu': 0.752, 'pos': 0.106, 'compound': -0.9941}","{'neg': 0.075, 'neu': 0.828, 'pos': 0.097, 'compound': 0.8827}","{'neg': 0.163, 'neu': 0.701, 'pos': 0.136, 'compound': -0.9968}","{'neg': 0.221, 'neu': 0.626, 'pos': 0.152, 'compound': -0.9984}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",171,101,280,122,0,0.141,0.075,0.163,0.221,0.0,0.106,0.097,0.136,0.152,0.0,-0.9941,0.8827,-0.9968,-0.9984,0.0,18,517,0.03481624758220503
Jaws,Jaws,1,0.8606,-0.998,0.9357,0.9689,0.9831,8,8,9,3,2,278,335,236,65,68,"{'neg': 0.082, 'neu': 0.823, 'pos': 0.095, 'compound': 0.9697}","{'neg': 0.103, 'neu': 0.821, 'pos': 0.076, 'compound': -0.998}","{'neg': 0.089, 'neu': 0.816, 'pos': 0.095, 'compound': 0.9853}","{'neg': 0.08, 'neu': 0.823, 'pos': 0.098, 'compound': 0.9918}","{'neg': 0.021, 'neu': 0.869, 'pos': 0.11, 'compound': 0.9831}",834,335,708,130,68,0.082,0.103,0.089,0.08,0.021,0.095,0.076,0.095,0.098,0.11,0.9697,-0.998,0.9853,0.9918,0.9831,30,982,0.03054989816700611
The Fault in Our Stars,"Fault-in-Our-Stars,-The",1,0.9998,0.9999,0.8862,0.9849,0.9842,12,6,3,2,2,630,429,111,96,86,"{'neg': 0.127, 'neu': 0.695, 'pos': 0.178, 'compound': 0.9999}","{'neg': 0.108, 'neu': 0.673, 'pos': 0.219, 'compound': 1.0}","{'neg': 0.09, 'neu': 0.768, 'pos': 0.142, 'compound': 0.9942}","{'neg': 0.144, 'neu': 0.679, 'pos': 0.177, 'compound': 0.9953}","{'neg': 0.107, 'neu': 0.756, 'pos': 0.137, 'compound': 0.9929}",1260,858,222,192,172,0.127,0.108,0.09,0.144,0.107,0.178,0.219,0.142,0.177,0.137,0.9999,1.0,0.9942,0.9953,0.9929,25,1352,0.01849112426035503
American Pie,American-Pie,1,0.9995,0.9985,0.9968,0.9988,-0.9968,15,10,5,2,1,297,247,168,80,83,"{'neg': 0.103, 'neu': 0.704, 'pos': 0.193, 'compound': 1.0}","{'neg': 0.141, 'neu': 0.641, 'pos': 0.218, 'compound': 0.9998}","{'neg': 0.093, 'neu': 0.739, 'pos': 0.169, 'compound': 0.9999}","{'neg': 0.061, 'neu': 0.668, 'pos': 0.27, 'compound': 0.9997}","{'neg': 0.199, 'neu': 0.713, 'pos': 0.088, 'compound': -0.9996}",1188,741,672,160,249,0.103,0.141,0.093,0.061,0.199,0.193,0.218,0.169,0.27,0.088,1.0,0.9998,0.9999,0.9997,-0.9996,33,875,0.037714285714285714
Star Trek II: The Wrath of Khan,Star-Trek-II-The-Wrath-of-Khan,1,0.4914,0.999,0.9938,0.9918,0.9959,22,2,6,8,5,378,111,96,114,95,"{'neg': 0.113, 'neu': 0.765, 'pos': 0.122, 'compound': 0.5197}","{'neg': 0.05, 'neu': 0.768, 'pos': 0.183, 'compound': 0.999}","{'neg': 0.071, 'neu': 0.793, 'pos': 0.136, 'compound': 0.9938}","{'neg': 0.106, 'neu': 0.748, 'pos': 0.146, 'compound': 0.9918}","{'neg': 0.035, 'neu': 0.853, 'pos': 0.112, 'compound': 0.9989}",1512,111,96,114,190,0.113,0.05,0.071,0.106,0.035,0.122,0.183,0.136,0.146,0.112,0.5197,0.999,0.9938,0.9918,0.9989,43,794,0.05415617128463476
Witness,Witness,1,0.9804,0.9955,-0.9731,0.952,-0.9742,7,4,2,0,2,309,255,108,90,37,"{'neg': 0.088, 'neu': 0.81, 'pos': 0.102, 'compound': 0.9985}","{'neg': 0.099, 'neu': 0.765, 'pos': 0.136, 'compound': 0.9988}","{'neg': 0.114, 'neu': 0.793, 'pos': 0.093, 'compound': -0.9963}","{'neg': 0.06, 'neu': 0.843, 'pos': 0.097, 'compound': 0.9848}","{'neg': 0.11, 'neu': 0.827, 'pos': 0.063, 'compound': -0.9983}",1236,510,324,180,148,0.088,0.099,0.114,0.06,0.11,0.102,0.136,0.093,0.097,0.063,0.9985,0.9988,-0.9963,0.9848,-0.9983,15,799,0.01877346683354193
Chronicle,Chronicle,1,-0.999,0.9989,0.9946,0.9647,0.95,13,9,2,1,0,184,251,169,46,13,"{'neg': 0.163, 'neu': 0.746, 'pos': 0.091, 'compound': -0.9997}","{'neg': 0.129, 'neu': 0.694, 'pos': 0.177, 'compound': 0.9999}","{'neg': 0.131, 'neu': 0.697, 'pos': 0.173, 'compound': 0.9986}","{'neg': 0.126, 'neu': 0.698, 'pos': 0.176, 'compound': 0.9949}","{'neg': 0.06, 'neu': 0.693, 'pos': 0.246, 'compound': 0.95}",368,753,338,138,13,0.163,0.129,0.131,0.126,0.06,0.091,0.177,0.173,0.176,0.246,-0.9997,0.9999,0.9986,0.9949,0.95,25,663,0.03770739064856712
Jackie Brown,Jackie-Brown,1,0.9931,-0.9999,0.9978,-0.8858,0.9537,27,24,22,5,6,635,669,417,165,139,"{'neg': 0.091, 'neu': 0.804, 'pos': 0.105, 'compound': 0.9996}","{'neg': 0.158, 'neu': 0.739, 'pos': 0.103, 'compound': -1.0}","{'neg': 0.09, 'neu': 0.795, 'pos': 0.115, 'compound': 0.9999}","{'neg': 0.093, 'neu': 0.805, 'pos': 0.101, 'compound': -0.8858}","{'neg': 0.082, 'neu': 0.814, 'pos': 0.103, 'compound': 0.9947}",2540,2007,1668,165,417,0.091,0.158,0.09,0.093,0.082,0.105,0.103,0.115,0.101,0.103,0.9996,-1.0,0.9999,-0.8858,0.9947,84,2025,0.04148148148148148
Crank,Crank,1,0.9988,0.8397,-0.9973,0.9662,0.9775,4,0,2,1,2,348,86,54,60,52,"{'neg': 0.138, 'neu': 0.667, 'pos': 0.194, 'compound': 0.9999}","{'neg': 0.128, 'neu': 0.712, 'pos': 0.16, 'compound': 0.8397}","{'neg': 0.25, 'neu': 0.661, 'pos': 0.089, 'compound': -0.9973}","{'neg': 0.094, 'neu': 0.787, 'pos': 0.119, 'compound': 0.9906}","{'neg': 0.063, 'neu': 0.792, 'pos': 0.145, 'compound': 0.9971}",1044,86,54,120,156,0.138,0.128,0.25,0.094,0.063,0.194,0.16,0.089,0.119,0.145,0.9999,0.8397,-0.9973,0.9906,0.9971,9,600,0.015
Stir of Echoes,Stir-of-Echoes,1,0.9591,0.986,0.9984,-0.9972,0.8038,20,7,8,6,2,574,350,187,137,74,"{'neg': 0.098, 'neu': 0.796, 'pos': 0.106, 'compound': 0.9928}","{'neg': 0.083, 'neu': 0.818, 'pos': 0.099, 'compound': 0.9985}","{'neg': 0.054, 'neu': 0.831, 'pos': 0.115, 'compound': 0.9998}","{'neg': 0.134, 'neu': 0.786, 'pos': 0.08, 'compound': -0.9993}","{'neg': 0.077, 'neu': 0.836, 'pos': 0.087, 'compound': 0.8038}",2296,1050,561,274,74,0.098,0.083,0.054,0.134,0.077,0.106,0.099,0.115,0.08,0.087,0.9928,0.9985,0.9998,-0.9993,0.8038,43,1322,0.03252647503782148
Rachel Getting Married,Rachel-Getting-Married,1,0.9998,-0.9868,-0.834,0.9989,0.999,11,8,4,4,1,479,275,187,114,76,"{'neg': 0.096, 'neu': 0.741, 'pos': 0.163, 'compound': 0.9999}","{'neg': 0.146, 'neu': 0.715, 'pos': 0.138, 'compound': -0.9967}","{'neg': 0.098, 'neu': 0.79, 'pos': 0.112, 'compound': -0.9751}","{'neg': 0.058, 'neu': 0.741, 'pos': 0.201, 'compound': 0.9999}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",958,550,748,342,0,0.096,0.146,0.098,0.058,0.0,0.163,0.138,0.112,0.201,0.0,0.9999,-0.9967,-0.9751,0.9999,0.0,28,1131,0.02475685234305924
Arbitrage,Arbitrage,1,0.9999,0.896,0.9886,0.997,-0.8962,15,2,3,3,4,627,161,168,125,93,"{'neg': 0.093, 'neu': 0.742, 'pos': 0.165, 'compound': 1.0}","{'neg': 0.114, 'neu': 0.749, 'pos': 0.136, 'compound': 0.896}","{'neg': 0.1, 'neu': 0.762, 'pos': 0.138, 'compound': 0.9986}","{'neg': 0.078, 'neu': 0.782, 'pos': 0.14, 'compound': 0.9992}","{'neg': 0.15, 'neu': 0.721, 'pos': 0.129, 'compound': -0.8962}",1881,161,504,250,93,0.093,0.114,0.1,0.078,0.15,0.165,0.136,0.138,0.14,0.129,1.0,0.896,0.9986,0.9992,-0.8962,27,1174,0.022998296422487224
Gremlins,Gremlins,1,-0.9975,0.9747,0.9879,0.7042,-0.9575,21,3,5,0,4,613,95,94,93,74,"{'neg': 0.109, 'neu': 0.801, 'pos': 0.09, 'compound': -0.9998}","{'neg': 0.047, 'neu': 0.865, 'pos': 0.088, 'compound': 0.9747}","{'neg': 0.077, 'neu': 0.771, 'pos': 0.153, 'compound': 0.9985}","{'neg': 0.108, 'neu': 0.778, 'pos': 0.114, 'compound': 0.8825}","{'neg': 0.106, 'neu': 0.82, 'pos': 0.074, 'compound': -0.9945}",2452,95,282,279,222,0.109,0.047,0.077,0.108,0.106,0.09,0.088,0.153,0.114,0.074,-0.9998,0.9747,0.9985,0.8825,-0.9945,33,969,0.034055727554179564
The Fighter,"Fighter,-The",1,0.9932,0.9971,0.8529,-0.978,-0.9949,15,20,11,6,1,327,482,176,174,60,"{'neg': 0.117, 'neu': 0.757, 'pos': 0.125, 'compound': 0.9992}","{'neg': 0.087, 'neu': 0.814, 'pos': 0.099, 'compound': 0.9997}","{'neg': 0.129, 'neu': 0.747, 'pos': 0.125, 'compound': 0.9553}","{'neg': 0.13, 'neu': 0.754, 'pos': 0.116, 'compound': -0.9975}","{'neg': 0.158, 'neu': 0.767, 'pos': 0.075, 'compound': -0.9996}",981,1446,528,522,240,0.117,0.087,0.129,0.13,0.158,0.125,0.099,0.125,0.116,0.075,0.9992,0.9997,0.9553,-0.9975,-0.9996,53,1219,0.043478260869565216
Major League,Major-League,1,0.9969,0.9956,0.996,0.9979,-0.9885,17,12,6,9,4,372,184,107,118,112,"{'neg': 0.097, 'neu': 0.783, 'pos': 0.119, 'compound': 0.9969}","{'neg': 0.085, 'neu': 0.787, 'pos': 0.128, 'compound': 0.9989}","{'neg': 0.043, 'neu': 0.832, 'pos': 0.125, 'compound': 0.996}","{'neg': 0.049, 'neu': 0.834, 'pos': 0.116, 'compound': 0.9979}","{'neg': 0.141, 'neu': 0.742, 'pos': 0.116, 'compound': -0.9885}",372,368,107,118,112,0.097,0.085,0.043,0.049,0.141,0.119,0.128,0.125,0.116,0.116,0.9969,0.9989,0.996,0.9979,-0.9885,48,893,0.05375139977603583
Phone Booth,Phone-Booth,1,-0.9989,0.997,-0.9773,0.5181,-0.9899,25,23,4,1,7,769,581,144,51,49,"{'neg': 0.136, 'neu': 0.746, 'pos': 0.118, 'compound': -0.9998}","{'neg': 0.098, 'neu': 0.786, 'pos': 0.116, 'compound': 0.997}","{'neg': 0.12, 'neu': 0.778, 'pos': 0.103, 'compound': -0.9773}","{'neg': 0.088, 'neu': 0.817, 'pos': 0.095, 'compound': 0.5181}","{'neg': 0.193, 'neu': 0.719, 'pos': 0.088, 'compound': -0.9899}",2307,581,144,51,49,0.136,0.098,0.12,0.088,0.193,0.118,0.116,0.103,0.095,0.088,-0.9998,0.997,-0.9773,0.5181,-0.9899,60,1594,0.037641154328732745
Cruel Intentions,Cruel-Intentions,1,0.9996,0.9961,0.9985,-0.7989,0.9414,14,16,2,0,1,643,379,215,117,63,"{'neg': 0.157, 'neu': 0.646, 'pos': 0.197, 'compound': 1.0}","{'neg': 0.149, 'neu': 0.677, 'pos': 0.174, 'compound': 0.9997}","{'neg': 0.124, 'neu': 0.686, 'pos': 0.19, 'compound': 0.9996}","{'neg': 0.177, 'neu': 0.642, 'pos': 0.181, 'compound': -0.9613}","{'neg': 0.101, 'neu': 0.722, 'pos': 0.176, 'compound': 0.9912}",2572,1516,430,351,189,0.157,0.149,0.124,0.177,0.101,0.197,0.174,0.19,0.181,0.176,1.0,0.9997,0.9996,-0.9613,0.9912,33,1417,0.02328863796753705
Barry Lyndon,Barry-Lyndon,1,1.0,0.9606,0.9996,0.9971,0.9972,97,4,9,9,7,671,84,71,70,58,"{'neg': 0.114, 'neu': 0.714, 'pos': 0.172, 'compound': 1.0}","{'neg': 0.111, 'neu': 0.762, 'pos': 0.127, 'compound': 0.9606}","{'neg': 0.121, 'neu': 0.605, 'pos': 0.274, 'compound': 0.9996}","{'neg': 0.109, 'neu': 0.725, 'pos': 0.166, 'compound': 0.9971}","{'neg': 0.065, 'neu': 0.79, 'pos': 0.145, 'compound': 0.9992}",1342,84,71,70,116,0.114,0.111,0.121,0.109,0.065,0.172,0.127,0.274,0.166,0.145,1.0,0.9606,0.9996,0.9971,0.9992,126,954,0.1320754716981132
Army of Darkness,Army-of-Darkness,1,-0.9974,-0.9932,-0.9886,-0.9123,-0.8793,11,0,4,1,0,256,44,44,34,19,"{'neg': 0.136, 'neu': 0.754, 'pos': 0.11, 'compound': -0.9988}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.14, 'neu': 0.808, 'pos': 0.052, 'compound': -0.9969}","{'neg': 0.171, 'neu': 0.692, 'pos': 0.137, 'compound': -0.973}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",512,0,88,68,0,0.136,0.0,0.14,0.171,0.0,0.11,0.0,0.052,0.137,0.0,-0.9988,0.0,-0.9969,-0.973,0.0,16,397,0.04030226700251889
Alien,Alien,1,0.9987,0.9828,-0.71,-0.9558,0.9214,17,11,7,8,5,406,256,146,111,143,"{'neg': 0.078, 'neu': 0.806, 'pos': 0.115, 'compound': 0.9999}","{'neg': 0.091, 'neu': 0.804, 'pos': 0.106, 'compound': 0.9977}","{'neg': 0.114, 'neu': 0.767, 'pos': 0.119, 'compound': -0.8263}","{'neg': 0.105, 'neu': 0.796, 'pos': 0.099, 'compound': -0.9558}","{'neg': 0.102, 'neu': 0.774, 'pos': 0.124, 'compound': 0.9727}",1624,768,292,111,286,0.078,0.091,0.114,0.105,0.102,0.115,0.106,0.119,0.099,0.124,0.9999,0.9977,-0.8263,-0.9558,0.9727,48,1062,0.04519774011299435
2001: A Space Odyssey,2001-A-Space-Odyssey,1,0.9497,0.9994,0.9974,0.9948,0.9955,7,22,6,10,9,117,132,97,99,66,"{'neg': 0.124, 'neu': 0.735, 'pos': 0.141, 'compound': 0.9497}","{'neg': 0.072, 'neu': 0.756, 'pos': 0.172, 'compound': 0.9994}","{'neg': 0.066, 'neu': 0.779, 'pos': 0.155, 'compound': 0.9974}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.052, 'neu': 0.857, 'pos': 0.091, 'compound': 0.9989}",117,132,97,0,132,0.124,0.072,0.066,0.0,0.052,0.141,0.172,0.155,0.0,0.091,0.9497,0.9994,0.9974,0.0,0.9989,54,511,0.10567514677103718
Good Will Hunting,Good-Will-Hunting,1,0.9996,0.9986,0.9994,0.9952,0.9978,22,10,15,12,2,546,361,292,229,208,"{'neg': 0.099, 'neu': 0.762, 'pos': 0.139, 'compound': 1.0}","{'neg': 0.105, 'neu': 0.76, 'pos': 0.135, 'compound': 0.9996}","{'neg': 0.08, 'neu': 0.78, 'pos': 0.14, 'compound': 0.9999}","{'neg': 0.079, 'neu': 0.809, 'pos': 0.112, 'compound': 0.9952}","{'neg': 0.092, 'neu': 0.76, 'pos': 0.149, 'compound': 0.9994}",2184,722,584,229,416,0.099,0.105,0.08,0.079,0.092,0.139,0.135,0.14,0.112,0.149,1.0,0.9996,0.9999,0.9952,0.9994,61,1636,0.03728606356968215
The Grudge,"Grudge,-The",1,0.9781,-0.69,0.6799,-0.99,-0.7545,7,2,0,1,2,152,67,58,62,40,"{'neg': 0.111, 'neu': 0.742, 'pos': 0.147, 'compound': 0.9943}","{'neg': 0.107, 'neu': 0.775, 'pos': 0.118, 'compound': -0.69}","{'neg': 0.063, 'neu': 0.845, 'pos': 0.092, 'compound': 0.6799}","{'neg': 0.159, 'neu': 0.765, 'pos': 0.076, 'compound': -0.99}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",304,67,58,62,0,0.111,0.107,0.063,0.159,0.0,0.147,0.118,0.092,0.076,0.0,0.9943,-0.69,0.6799,-0.99,0.0,12,379,0.0316622691292876
The Best Exotic Marigold Hotel,"Best-Exotic-Marigold-Hotel,-The",1,0.9998,0.9998,0.9991,0.9962,0.9995,15,5,5,4,11,359,270,227,199,215,"{'neg': 0.068, 'neu': 0.765, 'pos': 0.168, 'compound': 1.0}","{'neg': 0.08, 'neu': 0.736, 'pos': 0.184, 'compound': 1.0}","{'neg': 0.072, 'neu': 0.784, 'pos': 0.145, 'compound': 0.9999}","{'neg': 0.086, 'neu': 0.786, 'pos': 0.128, 'compound': 0.9997}","{'neg': 0.079, 'neu': 0.741, 'pos': 0.18, 'compound': 1.0}",1436,540,908,796,860,0.068,0.08,0.072,0.086,0.079,0.168,0.184,0.145,0.128,0.18,1.0,1.0,0.9999,0.9997,1.0,40,1270,0.031496062992125984
St. Elmo's Fire,St.-Elmo's-Fire,1,0.9995,0.9422,0.9384,0.9936,0.9968,10,8,7,8,6,224,250,242,207,189,"{'neg': 0.096, 'neu': 0.73, 'pos': 0.173, 'compound': 1.0}","{'neg': 0.099, 'neu': 0.803, 'pos': 0.098, 'compound': 0.9916}","{'neg': 0.107, 'neu': 0.777, 'pos': 0.116, 'compound': 0.9909}","{'neg': 0.106, 'neu': 0.765, 'pos': 0.129, 'compound': 0.9996}","{'neg': 0.091, 'neu': 0.776, 'pos': 0.133, 'compound': 0.9998}",896,1000,968,828,756,0.096,0.099,0.107,0.106,0.091,0.173,0.098,0.116,0.129,0.133,1.0,0.9916,0.9909,0.9996,0.9998,39,1112,0.03507194244604316
Commando,Commando,1,-0.9984,-0.9724,0.3167,-0.9496,-0.9045,7,4,2,0,0,248,112,31,30,22,"{'neg': 0.097, 'neu': 0.852, 'pos': 0.051, 'compound': -0.9999}","{'neg': 0.076, 'neu': 0.866, 'pos': 0.058, 'compound': -0.9919}","{'neg': 0.086, 'neu': 0.823, 'pos': 0.091, 'compound': 0.7712}","{'neg': 0.112, 'neu': 0.837, 'pos': 0.051, 'compound': -0.9938}","{'neg': 0.128, 'neu': 0.782, 'pos': 0.09, 'compound': -0.9701}",992,224,124,90,44,0.097,0.076,0.086,0.112,0.128,0.051,0.058,0.091,0.051,0.09,-0.9999,-0.9919,0.7712,-0.9938,-0.9701,13,443,0.029345372460496615
Snatch,Snatch,1,-0.9946,-0.9961,-0.9908,0.8484,0.5864,4,10,4,8,5,151,143,130,94,126,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.108, 'neu': 0.809, 'pos': 0.083, 'compound': -0.9908}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.118, 'neu': 0.758, 'pos': 0.124, 'compound': 0.5864}",0,0,130,0,126,0.0,0.0,0.108,0.0,0.118,0.0,0.0,0.083,0.0,0.124,0.0,0.0,-0.9908,0.0,0.5864,31,644,0.04813664596273292
Mud,Mud,1,0.9997,0.9315,-0.9963,-0.9041,0.9736,26,13,12,4,4,641,517,379,148,111,"{'neg': 0.046, 'neu': 0.843, 'pos': 0.111, 'compound': 1.0}","{'neg': 0.087, 'neu': 0.826, 'pos': 0.086, 'compound': 0.9769}","{'neg': 0.1, 'neu': 0.832, 'pos': 0.068, 'compound': -0.9991}","{'neg': 0.082, 'neu': 0.848, 'pos': 0.071, 'compound': -0.9041}","{'neg': 0.045, 'neu': 0.883, 'pos': 0.071, 'compound': 0.9929}",1923,1034,758,148,222,0.046,0.087,0.1,0.082,0.045,0.111,0.086,0.068,0.071,0.071,1.0,0.9769,-0.9991,-0.9041,0.9929,59,1796,0.03285077951002227
