,Processed Title,Success,overall_polarity_char_1,overall_polarity_char_2,overall_polarity_char_3,overall_polarity_char_4,overall_polarity_char_5,polarity_of_mentions_char_1,polarity_of_mentions_char_2,polarity_of_mentions_char_3,polarity_of_mentions_char_4,polarity_of_mentions_char_5,neg_polarity_of_mentions_char_1,neg_polarity_of_mentions_char_2,neg_polarity_of_mentions_char_3,neg_polarity_of_mentions_char_4,neg_polarity_of_mentions_char_5,pos_polarity_of_mentions_char_1,pos_polarity_of_mentions_char_2,pos_polarity_of_mentions_char_3,pos_polarity_of_mentions_char_4,pos_polarity_of_mentions_char_5,compound_polarity_of_mentions_char_1,compound_polarity_of_mentions_char_2,compound_polarity_of_mentions_char_3,compound_polarity_of_mentions_char_4,compound_polarity_of_mentions_char_5,tot_pass_sents,tot_sents,passive_ratio,tot_coref_sents,pct_coref_sents,num_sents_char_1,num_sents_char_2,num_sents_char_3,num_sents_char_4,num_sents_char_5,n_coref_sents_char_1,n_coref_sents_char_2,n_coref_sents_char_3,n_coref_sents_char_4,n_coref_sents_char_5
Ordinary People,Ordinary-People,1,0.9998,0.9997,0.9975,0.9965,0.9965,"{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.098, 'neu': 0.716, 'pos': 0.186, 'compound': 0.9999}","{'neg': 0.089, 'neu': 0.776, 'pos': 0.136, 'compound': 0.9992}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.098,0.089,0.0,0.0,0.0,0.186,0.136,0.0,0.0,0.0,0.9999,0.9992,0.0,0.0,34,2109,0.016121384542437174,35,0.016595542911332386,745,408,348,304,304,0,17,18,0,0
The Wrestler,"Wrestler,-The",1,0.9984,0.9975,-0.9915,0.952,-0.7149,"{'neg': 0.097, 'neu': 0.764, 'pos': 0.139, 'compound': 0.9996}","{'neg': 0.12, 'neu': 0.692, 'pos': 0.187, 'compound': 0.9975}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.066, 'neu': 0.91, 'pos': 0.024, 'compound': -0.7149}",0.097,0.12,0.0,0.0,0.066,0.139,0.187,0.0,0.0,0.024,0.9996,0.9975,0.0,0.0,-0.7149,24,980,0.024489795918367346,16,0.0163265306122449,577,241,106,28,28,7,8,0,0,1
The Wild Bunch,"Wild-Bunch,-The",0,0.9819,-0.6179,-0.9992,-0.9966,-0.6627,"{'neg': 0.093, 'neu': 0.802, 'pos': 0.105, 'compound': 0.9984}","{'neg': 0.09, 'neu': 0.816, 'pos': 0.094, 'compound': -0.9493}","{'neg': 0.162, 'neu': 0.824, 'pos': 0.013, 'compound': -1.0}","{'neg': 0.108, 'neu': 0.843, 'pos': 0.049, 'compound': -0.9966}","{'neg': 0.079, 'neu': 0.841, 'pos': 0.08, 'compound': 0.886}",0.093,0.09,0.162,0.108,0.079,0.105,0.094,0.013,0.049,0.08,0.9984,-0.9493,-1.0,-0.9966,0.886,21,697,0.03012912482065997,93,0.133428981348637,291,119,94,99,94,39,21,18,2,13
The Sting,"Sting,-The",1,-0.9558,-0.9956,0.9928,0.9657,-0.3365,"{'neg': 0.096, 'neu': 0.806, 'pos': 0.098, 'compound': -0.9942}","{'neg': 0.122, 'neu': 0.792, 'pos': 0.086, 'compound': -0.9989}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.053, 'neu': 0.858, 'pos': 0.09, 'compound': 0.9905}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.096,0.122,0.0,0.053,0.0,0.098,0.086,0.0,0.09,0.0,-0.9942,-0.9989,0.0,0.9905,0.0,15,714,0.02100840336134454,22,0.03081232492997199,273,192,136,82,31,9,9,0,4,0
Ghost World,Ghost-World,1,0.9988,-0.9919,0.9999,0.9993,-0.9453,"{'neg': 0.111, 'neu': 0.744, 'pos': 0.145, 'compound': 0.9998}","{'neg': 0.126, 'neu': 0.754, 'pos': 0.12, 'compound': -0.9919}","{'neg': 0.077, 'neu': 0.718, 'pos': 0.205, 'compound': 1.0}","{'neg': 0.038, 'neu': 0.782, 'pos': 0.18, 'compound': 0.9993}","{'neg': 0.149, 'neu': 0.738, 'pos': 0.114, 'compound': -0.9834}",0.111,0.126,0.077,0.038,0.149,0.145,0.12,0.205,0.18,0.114,0.9998,-0.9919,1.0,0.9993,-0.9834,29,1243,0.02333065164923572,61,0.04907481898632341,630,246,253,64,50,30,3,14,10,4
Get Out,Get-Out,1,0.9987,0.996,-0.9982,0.9982,0.9897,"{'neg': 0.125, 'neu': 0.693, 'pos': 0.182, 'compound': 0.9999}","{'neg': 0.114, 'neu': 0.712, 'pos': 0.174, 'compound': 0.999}","{'neg': 0.186, 'neu': 0.719, 'pos': 0.095, 'compound': -0.9995}","{'neg': 0.065, 'neu': 0.78, 'pos': 0.155, 'compound': 0.9998}","{'neg': 0.067, 'neu': 0.816, 'pos': 0.117, 'compound': 0.9973}",0.125,0.114,0.186,0.065,0.067,0.182,0.174,0.095,0.155,0.117,0.9999,0.999,-0.9995,0.9998,0.9973,24,1017,0.02359882005899705,58,0.05703048180924287,443,205,131,139,99,19,10,13,13,3
The Big Sick,"Big-Sick,-The",1,0.9999,0.9997,0.9974,-0.9949,0.9798,"{'neg': 0.103, 'neu': 0.718, 'pos': 0.179, 'compound': 1.0}","{'neg': 0.089, 'neu': 0.723, 'pos': 0.187, 'compound': 0.9997}","{'neg': 0.125, 'neu': 0.703, 'pos': 0.172, 'compound': 0.9997}","{'neg': 0.154, 'neu': 0.731, 'pos': 0.114, 'compound': -0.9994}","{'neg': 0.118, 'neu': 0.721, 'pos': 0.161, 'compound': 0.9946}",0.103,0.089,0.125,0.154,0.118,0.179,0.187,0.172,0.114,0.161,1.0,0.9997,0.9997,-0.9994,0.9946,44,1570,0.02802547770700637,57,0.03630573248407643,782,307,249,171,61,21,3,13,17,3
Dallas Buyers Club,Dallas-Buyers-Club,1,-0.9994,-0.5741,0.9976,-0.658,0.9872,"{'neg': 0.158, 'neu': 0.704, 'pos': 0.138, 'compound': -0.9999}","{'neg': 0.124, 'neu': 0.762, 'pos': 0.115, 'compound': -0.649}","{'neg': 0.072, 'neu': 0.721, 'pos': 0.207, 'compound': 0.9976}","{'neg': 0.1, 'neu': 0.821, 'pos': 0.079, 'compound': -0.658}","{'neg': 0.063, 'neu': 0.755, 'pos': 0.182, 'compound': 0.997}",0.158,0.124,0.072,0.1,0.063,0.138,0.115,0.207,0.079,0.182,-0.9999,-0.649,0.9976,-0.658,0.997,28,874,0.032036613272311214,49,0.05606407322654462,584,141,100,32,17,29,10,2,2,6
The Elephant Man,"Elephant-Man,-The",1,0.9999,0.9999,0.9986,0.795,-0.9439,"{'neg': 0.09, 'neu': 0.715, 'pos': 0.195, 'compound': 1.0}","{'neg': 0.07, 'neu': 0.65, 'pos': 0.28, 'compound': 0.9999}","{'neg': 0.083, 'neu': 0.77, 'pos': 0.147, 'compound': 0.9998}","{'neg': 0.112, 'neu': 0.764, 'pos': 0.125, 'compound': 0.8138}","{'neg': 0.066, 'neu': 0.904, 'pos': 0.031, 'compound': -0.985}",0.09,0.07,0.083,0.112,0.066,0.195,0.28,0.147,0.125,0.031,1.0,0.9999,0.9998,0.8138,-0.985,53,1010,0.05247524752475247,104,0.10297029702970296,501,215,147,88,59,26,10,39,3,26
Memento,Memento,1,-0.9991,-0.9355,-0.7635,-0.8372,-0.7545,"{'neg': 0.125, 'neu': 0.778, 'pos': 0.097, 'compound': -0.9999}","{'neg': 0.067, 'neu': 0.861, 'pos': 0.072, 'compound': -0.9785}","{'neg': 0.148, 'neu': 0.697, 'pos': 0.155, 'compound': -0.8758}","{'neg': 0.098, 'neu': 0.823, 'pos': 0.079, 'compound': -0.8372}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.125,0.067,0.148,0.098,0.0,0.097,0.072,0.155,0.079,0.0,-0.9999,-0.9785,-0.8758,-0.8372,0.0,33,1124,0.029359430604982206,44,0.03914590747330961,595,254,205,52,18,17,11,11,5,0
Friday the 13th Part VIII: Jason Takes Manhattan,Friday-the-13th-Part-VIII-Jason-Takes-Manhattan,1,-0.9982,-0.9968,-0.7391,0.9908,0.9873,"{'neg': 0.158, 'neu': 0.765, 'pos': 0.077, 'compound': -0.9982}","{'neg': 0.146, 'neu': 0.768, 'pos': 0.086, 'compound': -0.9968}","{'neg': 0.081, 'neu': 0.832, 'pos': 0.087, 'compound': -0.7391}","{'neg': 0.08, 'neu': 0.783, 'pos': 0.137, 'compound': 0.9988}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.158,0.146,0.081,0.08,0.0,0.077,0.086,0.087,0.137,0.0,-0.9982,-0.9968,-0.7391,0.9988,0.0,14,490,0.02857142857142857,42,0.08571428571428572,114,131,97,82,66,7,12,10,13,0
Lone Star,Lone-Star,1,0.9873,0.9955,0.9247,-0.6777,0.9823,"{'neg': 0.083, 'neu': 0.811, 'pos': 0.106, 'compound': 0.9985}","{'neg': 0.075, 'neu': 0.813, 'pos': 0.112, 'compound': 0.9955}","{'neg': 0.046, 'neu': 0.88, 'pos': 0.075, 'compound': 0.9247}","{'neg': 0.075, 'neu': 0.848, 'pos': 0.077, 'compound': -0.6777}","{'neg': 0.073, 'neu': 0.826, 'pos': 0.101, 'compound': 0.9979}",0.083,0.075,0.046,0.075,0.073,0.106,0.112,0.075,0.077,0.101,0.9985,0.9955,0.9247,-0.6777,0.9979,38,664,0.0572289156626506,34,0.05120481927710843,272,144,84,74,90,13,5,3,9,4
April Fool's Day,April-Fool's-Day,1,-0.8431,0.9987,-0.9981,0.9986,-0.9916,"{'neg': 0.122, 'neu': 0.763, 'pos': 0.116, 'compound': -0.9525}","{'neg': 0.111, 'neu': 0.726, 'pos': 0.163, 'compound': 0.9999}","{'neg': 0.125, 'neu': 0.794, 'pos': 0.082, 'compound': -0.9999}","{'neg': 0.081, 'neu': 0.777, 'pos': 0.142, 'compound': 0.9999}","{'neg': 0.137, 'neu': 0.752, 'pos': 0.111, 'compound': -0.9994}",0.122,0.111,0.125,0.081,0.137,0.116,0.163,0.082,0.142,0.111,-0.9525,0.9999,-0.9999,0.9999,-0.9994,61,1203,0.05070656691604322,209,0.17373233582709893,297,246,262,205,193,50,64,52,24,19
Diner,Diner,1,0.9974,0.9964,0.9972,0.9939,0.9956,"{'neg': 0.094, 'neu': 0.773, 'pos': 0.133, 'compound': 0.9998}","{'neg': 0.082, 'neu': 0.791, 'pos': 0.127, 'compound': 0.9996}","{'neg': 0.074, 'neu': 0.807, 'pos': 0.119, 'compound': 0.9998}","{'neg': 0.031, 'neu': 0.854, 'pos': 0.115, 'compound': 0.9992}","{'neg': 0.026, 'neu': 0.838, 'pos': 0.135, 'compound': 0.9997}",0.094,0.082,0.074,0.031,0.026,0.133,0.127,0.119,0.115,0.135,0.9998,0.9996,0.9998,0.9992,0.9997,19,912,0.020833333333333332,76,0.08333333333333333,292,235,200,101,84,19,18,16,13,10
Sunshine Cleaning,Sunshine-Cleaning,1,0.9995,0.9825,0.9894,0.9932,0.9829,"{'neg': 0.119, 'neu': 0.706, 'pos': 0.175, 'compound': 0.9998}","{'neg': 0.126, 'neu': 0.734, 'pos': 0.14, 'compound': 0.995}","{'neg': 0.098, 'neu': 0.769, 'pos': 0.134, 'compound': 0.9986}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.119,0.126,0.098,0.0,0.0,0.175,0.14,0.134,0.0,0.0,0.9998,0.995,0.9986,0.0,0.0,35,1032,0.03391472868217054,32,0.031007751937984496,386,275,210,87,74,18,6,8,0,0
Moon,Moon,1,0.9844,0.9986,0.3311,0.9904,0.9782,"{'neg': 0.088, 'neu': 0.8, 'pos': 0.112, 'compound': 0.9956}","{'neg': 0.078, 'neu': 0.786, 'pos': 0.136, 'compound': 0.9998}","{'neg': 0.108, 'neu': 0.781, 'pos': 0.111, 'compound': 0.3311}","{'neg': 0.087, 'neu': 0.803, 'pos': 0.11, 'compound': 0.9974}","{'neg': 0.052, 'neu': 0.79, 'pos': 0.159, 'compound': 0.9782}",0.088,0.078,0.108,0.087,0.052,0.112,0.136,0.111,0.11,0.159,0.9956,0.9998,0.3311,0.9974,0.9782,34,874,0.038901601830663615,144,0.16475972540045766,247,278,147,175,27,24,31,55,27,7
The Sweet Hereafter,"Sweet-Hereafter,-The",1,0.9982,0.9948,0.9229,0.7927,0.986,"{'neg': 0.11, 'neu': 0.754, 'pos': 0.136, 'compound': 0.9999}","{'neg': 0.121, 'neu': 0.726, 'pos': 0.153, 'compound': 0.9997}","{'neg': 0.073, 'neu': 0.839, 'pos': 0.088, 'compound': 0.9692}","{'neg': 0.085, 'neu': 0.824, 'pos': 0.091, 'compound': 0.9844}","{'neg': 0.061, 'neu': 0.812, 'pos': 0.128, 'compound': 0.9963}",0.11,0.121,0.073,0.085,0.061,0.136,0.153,0.088,0.091,0.128,0.9999,0.9997,0.9692,0.9844,0.9963,36,985,0.03654822335025381,67,0.06802030456852792,385,245,130,120,105,20,12,9,15,11
Light Sleeper,Light-Sleeper,0,0.9988,0.922,-0.7947,0.9928,-0.9916,"{'neg': 0.103, 'neu': 0.753, 'pos': 0.143, 'compound': 0.9999}","{'neg': 0.093, 'neu': 0.802, 'pos': 0.105, 'compound': 0.922}","{'neg': 0.089, 'neu': 0.835, 'pos': 0.076, 'compound': -0.7947}","{'neg': 0.138, 'neu': 0.672, 'pos': 0.19, 'compound': 0.9928}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}",0.103,0.093,0.089,0.138,0.0,0.143,0.105,0.076,0.19,0.0,0.9999,0.922,-0.7947,0.9928,0.0,17,1118,0.01520572450805009,39,0.03488372093023256,582,231,122,103,80,28,4,6,1,0
Sling Blade,Sling-Blade,1,0.9997,0.9195,-0.9077,0.9952,0.9993,"{'neg': 0.074, 'neu': 0.8, 'pos': 0.126, 'compound': 1.0}","{'neg': 0.12, 'neu': 0.75, 'pos': 0.129, 'compound': 0.986}","{'neg': 0.107, 'neu': 0.78, 'pos': 0.113, 'compound': -0.9832}","{'neg': 0.099, 'neu': 0.754, 'pos': 0.147, 'compound': 0.9995}","{'neg': 0.041, 'neu': 0.821, 'pos': 0.138, 'compound': 0.9998}",0.074,0.12,0.107,0.099,0.041,0.126,0.129,0.113,0.147,0.138,1.0,0.986,-0.9832,0.9995,0.9998,51,1534,0.033246414602346806,174,0.11342894393741851,475,357,319,190,193,18,45,40,43,28
Only God Forgives,Only-God-Forgives,0,-0.9589,-0.9891,0.9977,-0.9746,-0.9138,"{'neg': 0.117, 'neu': 0.765, 'pos': 0.119, 'compound': -0.9589}","{'neg': 0.132, 'neu': 0.735, 'pos': 0.133, 'compound': -0.9971}","{'neg': 0.0, 'neu': 0.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.147, 'neu': 0.743, 'pos': 0.11, 'compound': -0.9931}","{'neg': 0.124, 'neu': 0.834, 'pos': 0.042, 'compound': -0.9138}",0.117,0.132,0.0,0.147,0.124,0.119,0.133,0.0,0.11,0.042,-0.9589,-0.9971,0.0,-0.9931,-0.9138,29,627,0.046251993620414676,17,0.02711323763955343,245,159,131,66,26,2,8,0,6,1
Take Shelter,Take-Shelter,1,0.9998,0.9974,0.651,0.5803,-0.8799,"{'neg': 0.071, 'neu': 0.73, 'pos': 0.199, 'compound': 1.0}","{'neg': 0.082, 'neu': 0.761, 'pos': 0.157, 'compound': 0.9974}","{'neg': 0.122, 'neu': 0.733, 'pos': 0.145, 'compound': 0.759}","{'neg': 0.116, 'neu': 0.734, 'pos': 0.149, 'compound': 0.5803}","{'neg': 0.094, 'neu': 0.845, 'pos': 0.061, 'compound': -0.9606}",0.071,0.082,0.122,0.116,0.094,0.199,0.157,0.145,0.149,0.061,1.0,0.9974,0.759,0.5803,-0.9606,16,898,0.017817371937639197,34,0.0378619153674833,493,253,67,42,43,13,7,5,1,8
Fast Times at Ridgemont High,Fast-Times-at-Ridgemont-High,1,0.9995,0.999,0.9979,0.9924,0.9944,"{'neg': 0.063, 'neu': 0.768, 'pos': 0.169, 'compound': 0.9999}","{'neg': 0.057, 'neu': 0.787, 'pos': 0.156, 'compound': 0.9997}","{'neg': 0.09, 'neu': 0.742, 'pos': 0.168, 'compound': 0.9994}","{'neg': 0.043, 'neu': 0.865, 'pos': 0.092, 'compound': 0.9991}","{'neg': 0.028, 'neu': 0.853, 'pos': 0.119, 'compound': 0.9985}",0.063,0.057,0.09,0.043,0.028,0.169,0.156,0.168,0.092,0.119,0.9999,0.9997,0.9994,0.9991,0.9985,15,985,0.015228426395939087,68,0.06903553299492386,292,211,163,157,162,21,3,2,17,25
Bound,Bound,1,0.9996,-0.9998,0.9962,-0.6984,-0.9853,"{'neg': 0.094, 'neu': 0.744, 'pos': 0.162, 'compound': 1.0}","{'neg': 0.192, 'neu': 0.711, 'pos': 0.098, 'compound': -1.0}","{'neg': 0.105, 'neu': 0.75, 'pos': 0.145, 'compound': 0.9998}","{'neg': 0.126, 'neu': 0.738, 'pos': 0.136, 'compound': -0.9248}","{'neg': 0.158, 'neu': 0.807, 'pos': 0.035, 'compound': -0.9959}",0.094,0.192,0.105,0.126,0.158,0.162,0.098,0.145,0.136,0.035,1.0,-1.0,0.9998,-0.9248,-0.9959,23,1291,0.017815646785437646,188,0.14562354763749033,430,453,284,76,48,76,58,27,17,10
